id,name,score,score2
5086,student_5086,64,84
5087,student_5087,69,87
5088,student_5088,69,52
5089,student_5089,82,89
5090,student_5090,53,74
5091,student_5091,96,71
5092,student_5092,75,78
5093,student_5093,67,60
5094,student_5094,79,79
5095,student_5095,91,90
5096,student_5096,83,71
5097,student_5097,100,70
5098,student_5098,88,94
5099,student_5099,74,96
5100,student_5100,89,100
5101,student_5101,88,74
5102,student_5102,76,62
5103,student_5103,59,84
5104,student_5104,63,84
5105,student_5105,69,69
5106,student_5106,63,97
5107,student_5107,96,81
5108,student_5108,72,69
5109,student_5109,86,84
5110,student_5110,76,100
5111,student_5111,100,67
5112,student_5112,76,60
5113,student_5113,67,100
5114,student_5114,76,99
5115,student_5115,58,64
5116,student_5116,61,79
5117,student_5117,75,56
5118,student_5118,76,64
5119,student_5119,79,61
5120,student_5120,86,77
5121,student_5121,65,69
5122,student_5122,50,94
5123,student_5123,58,66
5124,student_5124,76,88
5125,student_5125,59,95
5126,student_5126,56,53
5127,student_5127,94,82
5128,student_5128,55,71
5129,student_5129,54,83
5130,student_5130,60,54
5131,student_5131,94,70
5132,student_5132,98,79
5133,student_5133,70,71
5134,student_5134,95,78
5135,student_5135,87,59
5136,student_5136,62,78
5137,student_5137,78,76
5138,student_5138,90,93
5139,student_5139,68,69
5140,student_5140,94,97
5141,student_5141,50,64
5142,student_5142,61,97
5143,student_5143,58,51
5144,student_5144,84,76
5145,student_5145,83,85
5146,student_5146,75,50
5147,student_5147,90,71
5148,student_5148,62,87
5149,student_5149,81,96
5150,student_5150,50,65
5151,student_5151,85,80
5152,student_5152,65,81
5153,student_5153,86,64
5154,student_5154,81,63
5155,student_5155,72,93
5156,student_5156,98,69
5157,student_5157,61,91
5158,student_5158,58,96
5159,student_5159,91,64
5160,student_5160,100,73
5161,student_5161,66,65
5162,student_5162,81,51
5163,student_5163,63,93
5164,student_5164,93,82
5165,student_5165,94,59
5166,student_5166,91,86
5167,student_5167,63,85
5168,student_5168,68,51
5169,student_5169,82,54
5170,student_5170,92,71
5171,student_5171,91,68
5172,student_5172,60,92
5173,student_5173,89,81
5174,student_5174,89,92
5175,student_5175,94,73
5176,student_5176,65,70
5177,student_5177,61,88
5178,student_5178,77,64
5179,student_5179,96,69
5180,student_5180,54,60
5181,student_5181,66,70
5182,student_5182,92,74
5183,student_5183,91,71
5184,student_5184,66,97
5185,student_5185,70,75
5186,student_5186,79,96
5187,student_5187,54,82
5188,student_5188,69,70
5189,student_5189,56,77
5190,student_5190,70,97
5191,student_5191,57,61
5192,student_5192,57,63
5193,student_5193,88,56
5194,student_5194,78,97
5195,student_5195,77,85
5196,student_5196,65,51
5197,student_5197,57,67
5198,student_5198,51,80
5199,student_5199,78,56
5200,student_5200,90,72
5201,student_5201,86,72
5202,student_5202,56,88
5203,student_5203,60,53
5204,student_5204,83,82
5205,student_5205,78,58
5206,student_5206,99,52
5207,student_5207,50,92
5208,student_5208,74,92
5209,student_5209,88,72
5210,student_5210,67,82
5211,student_5211,93,91
5212,student_5212,90,65
5213,student_5213,59,72
5214,student_5214,55,87
5215,student_5215,99,69
5216,student_5216,71,70
5217,student_5217,93,94
5218,student_5218,59,82
5219,student_5219,70,57
5220,student_5220,60,75
5221,student_5221,85,81
5222,student_5222,99,98
5223,student_5223,57,53
5224,student_5224,71,61
5225,student_5225,76,65
5226,student_5226,54,52
5227,student_5227,92,50
5228,student_5228,65,53
5229,student_5229,59,62
5230,student_5230,98,79
5231,student_5231,63,73
5232,student_5232,94,59
5233,student_5233,60,76
5234,student_5234,83,52
5235,student_5235,51,75
5236,student_5236,64,84
5237,student_5237,73,100
5238,student_5238,85,51
5239,student_5239,58,54
5240,student_5240,88,81
5241,student_5241,58,96
5242,student_5242,69,86
5243,student_5243,95,91
5244,student_5244,67,64
5245,student_5245,97,74
5246,student_5246,97,61
5247,student_5247,84,51
5248,student_5248,91,66
5249,student_5249,81,98
5250,student_5250,91,50
5251,student_5251,70,92
5252,student_5252,87,90
5253,student_5253,62,52
5254,student_5254,75,51
5255,student_5255,92,70
5256,student_5256,82,92
5257,student_5257,92,54
5258,student_5258,65,66
5259,student_5259,80,58
5260,student_5260,94,65
5261,student_5261,77,58
5262,student_5262,98,89
5263,student_5263,87,72
5264,student_5264,89,61
5265,student_5265,56,73
5266,student_5266,73,69
5267,student_5267,86,88
5268,student_5268,50,81
5269,student_5269,74,67
5270,student_5270,64,71
5271,student_5271,91,64
5272,student_5272,53,97
5273,student_5273,65,70
5274,student_5274,76,93
5275,student_5275,85,66
5276,student_5276,99,78
5277,student_5277,52,69
5278,student_5278,53,99
5279,student_5279,91,80
5280,student_5280,85,51
5281,student_5281,59,93
5282,student_5282,52,98
5283,student_5283,80,65
5284,student_5284,86,88
5285,student_5285,57,59
5286,student_5286,94,95
5287,student_5287,50,68
5288,student_5288,79,89
5289,student_5289,95,55
5290,student_5290,68,97
5291,student_5291,72,60
5292,student_5292,94,78
5293,student_5293,63,77
5294,student_5294,67,57
5295,student_5295,69,54
5296,student_5296,76,59
5297,student_5297,74,56
5298,student_5298,59,55
5299,student_5299,74,97
5300,student_5300,52,68
5301,student_5301,60,82
5302,student_5302,51,58
5303,student_5303,66,99
5304,student_5304,58,63
5305,student_5305,95,55
5306,student_5306,99,88
5307,student_5307,57,90
5308,student_5308,57,89
5309,student_5309,97,69
5310,student_5310,90,63
5311,student_5311,54,79
5312,student_5312,63,65
5313,student_5313,61,76
5314,student_5314,75,96
5315,student_5315,67,58
5316,student_5316,75,68
5317,student_5317,72,90
5318,student_5318,92,64
5319,student_5319,53,98
5320,student_5320,59,89
5321,student_5321,96,57
5322,student_5322,94,50
5323,student_5323,88,71
5324,student_5324,97,58
5325,student_5325,60,83
5326,student_5326,73,88
5327,student_5327,66,62
5328,student_5328,78,73
5329,student_5329,91,98
5330,student_5330,73,65
5331,student_5331,81,61
5332,student_5332,73,100
5333,student_5333,76,55
5334,student_5334,91,73
5335,student_5335,90,51
5336,student_5336,94,83
5337,student_5337,57,76
5338,student_5338,68,82
5339,student_5339,70,78
5340,student_5340,53,94
5341,student_5341,62,93
5342,student_5342,58,83
5343,student_5343,75,89
5344,student_5344,56,70
5345,student_5345,81,88
5346,student_5346,100,81
5347,student_5347,63,87
5348,student_5348,69,85
5349,student_5349,96,66
5350,student_5350,87,86
5351,student_5351,64,72
5352,student_5352,61,96
5353,student_5353,58,83
5354,student_5354,51,77
5355,student_5355,71,72
5356,student_5356,68,91
5357,student_5357,58,72
5358,student_5358,98,76
5359,student_5359,67,60
5360,student_5360,51,50
5361,student_5361,79,65
5362,student_5362,54,54
5363,student_5363,67,83
5364,student_5364,82,87
5365,student_5365,76,72
5366,student_5366,93,91
5367,student_5367,94,55
5368,student_5368,83,64
5369,student_5369,75,57
5370,student_5370,93,64
5371,student_5371,62,91
5372,student_5372,71,76
5373,student_5373,56,58
5374,student_5374,82,94
5375,student_5375,76,91
5376,student_5376,83,79
5377,student_5377,89,80
5378,student_5378,62,92
5379,student_5379,95,93
5380,student_5380,71,87
5381,student_5381,92,94
5382,student_5382,86,62
5383,student_5383,65,55
5384,student_5384,56,51
5385,student_5385,73,99
5386,student_5386,56,86
5387,student_5387,58,99
5388,student_5388,53,98
5389,student_5389,65,53
5390,student_5390,75,71
5391,student_5391,80,51
5392,student_5392,87,56
5393,student_5393,58,55
5394,student_5394,95,90
5395,student_5395,61,76
5396,student_5396,88,92
5397,student_5397,71,79
5398,student_5398,59,64
5399,student_5399,70,78
5400,student_5400,65,79
5401,student_5401,71,56
5402,student_5402,57,58
5403,student_5403,64,88
5404,student_5404,87,99
5405,student_5405,71,82
5406,student_5406,58,54
5407,student_5407,74,81
5408,student_5408,68,77
5409,student_5409,87,62
5410,student_5410,97,53
5411,student_5411,50,97
5412,student_5412,51,90
5413,student_5413,89,72
5414,student_5414,91,51
5415,student_5415,62,80
5416,student_5416,52,52
5417,student_5417,90,100
5418,student_5418,95,58
5419,student_5419,72,59
5420,student_5420,84,90
5421,student_5421,99,96
5422,student_5422,56,92
5423,student_5423,71,94
5424,student_5424,57,92
5425,student_5425,82,58
5426,student_5426,62,50
5427,student_5427,55,73
5428,student_5428,89,83
5429,student_5429,63,82
5430,student_5430,70,87
5431,student_5431,71,56
5432,student_5432,52,90
5433,student_5433,78,59
5434,student_5434,71,60
5435,student_5435,66,52
5436,student_5436,100,75
5437,student_5437,85,58
5438,student_5438,59,56
5439,student_5439,53,88
5440,student_5440,86,93
5441,student_5441,81,81
5442,student_5442,95,79
5443,student_5443,82,61
5444,student_5444,77,82
5445,student_5445,51,53
5446,student_5446,91,56
5447,student_5447,64,90
5448,student_5448,94,87
5449,student_5449,65,72
5450,student_5450,79,63
5451,student_5451,68,50
5452,student_5452,75,99
5453,student_5453,93,61
5454,student_5454,73,77
5455,student_5455,51,65
5456,student_5456,92,74
5457,student_5457,73,52
5458,student_5458,86,54
5459,student_5459,100,74
5460,student_5460,89,53
5461,student_5461,62,53
5462,student_5462,61,86
5463,student_5463,86,54
5464,student_5464,57,59
5465,student_5465,54,61
5466,student_5466,98,98
5467,student_5467,66,100
5468,student_5468,98,60
5469,student_5469,59,94
5470,student_5470,92,78
5471,student_5471,92,71
5472,student_5472,63,64
5473,student_5473,77,88
5474,student_5474,67,56
5475,student_5475,80,59
5476,student_5476,70,91
5477,student_5477,71,58
5478,student_5478,62,63
5479,student_5479,71,82
5480,student_5480,64,66
5481,student_5481,88,99
5482,student_5482,59,84
5483,student_5483,75,79
5484,student_5484,77,68
5485,student_5485,50,95
5486,student_5486,54,94
5487,student_5487,86,60
5488,student_5488,62,100
5489,student_5489,89,67
5490,student_5490,73,78
5491,student_5491,65,50
5492,student_5492,85,54
5493,student_5493,78,87
5494,student_5494,95,64
5495,student_5495,94,57
5496,student_5496,61,58
5497,student_5497,94,56
5498,student_5498,67,99
5499,student_5499,100,73
5500,student_5500,73,58
5501,student_5501,64,85
5502,student_5502,53,72
5503,student_5503,57,67
5504,student_5504,91,83
5505,student_5505,97,54
5506,student_5506,51,66
5507,student_5507,50,76
5508,student_5508,67,51
5509,student_5509,73,92
5510,student_5510,100,62
5511,student_5511,89,97
5512,student_5512,71,68
5513,student_5513,63,95
5514,student_5514,75,55
5515,student_5515,99,75
5516,student_5516,54,89
5517,student_5517,67,51
5518,student_5518,66,60
5519,student_5519,58,58
5520,student_5520,95,51
5521,student_5521,53,53
5522,student_5522,80,68
5523,student_5523,99,92
5524,student_5524,100,57
5525,student_5525,80,64
5526,student_5526,80,98
5527,student_5527,79,83
5528,student_5528,98,66
5529,student_5529,60,56
5530,student_5530,67,56
5531,student_5531,62,64
5532,student_5532,57,81
5533,student_5533,70,68
5534,student_5534,65,83
5535,student_5535,80,83
5536,student_5536,90,100
5537,student_5537,58,79
5538,student_5538,53,63
5539,student_5539,50,97
5540,student_5540,64,91
5541,student_5541,74,66
5542,student_5542,75,68
5543,student_5543,54,54
5544,student_5544,88,56
5545,student_5545,100,69
5546,student_5546,64,89
5547,student_5547,86,95
5548,student_5548,64,58
5549,student_5549,63,79
5550,student_5550,88,76
5551,student_5551,88,56
5552,student_5552,95,80
5553,student_5553,58,97
5554,student_5554,62,92
5555,student_5555,79,71
5556,student_5556,78,60
5557,student_5557,57,78
5558,student_5558,78,50
5559,student_5559,100,69
5560,student_5560,81,74
5561,student_5561,60,90
5562,student_5562,67,70
5563,student_5563,76,82
5564,student_5564,82,87
5565,student_5565,69,80
5566,student_5566,80,72
5567,student_5567,62,91
5568,student_5568,91,51
5569,student_5569,93,63
5570,student_5570,50,56
5571,student_5571,75,95
5572,student_5572,55,58
5573,student_5573,75,93
5574,student_5574,89,71
5575,student_5575,96,82
5576,student_5576,85,61
5577,student_5577,91,55
5578,student_5578,51,85
5579,student_5579,86,55
5580,student_5580,66,89
5581,student_5581,52,81
5582,student_5582,85,69
5583,student_5583,96,74
5584,student_5584,87,89
5585,student_5585,73,65
5586,student_5586,54,70
5587,student_5587,98,53
5588,student_5588,67,61
5589,student_5589,93,70
5590,student_5590,89,57
5591,student_5591,57,88
5592,student_5592,52,56
5593,student_5593,58,74
5594,student_5594,52,90
5595,student_5595,80,66
5596,student_5596,98,67
5597,student_5597,55,68
5598,student_5598,99,95
5599,student_5599,75,74
5600,student_5600,65,72
5601,student_5601,72,91
5602,student_5602,52,83
5603,student_5603,89,80
5604,student_5604,85,77
5605,student_5605,64,53
5606,student_5606,81,86
5607,student_5607,84,81
5608,student_5608,76,68
5609,student_5609,76,59
5610,student_5610,62,53
5611,student_5611,56,95
5612,student_5612,77,99
5613,student_5613,63,51
5614,student_5614,86,72
5615,student_5615,71,58
5616,student_5616,50,88
5617,student_5617,98,81
5618,student_5618,91,63
5619,student_5619,94,66
5620,student_5620,73,70
5621,student_5621,74,61
5622,student_5622,86,72
5623,student_5623,81,63
5624,student_5624,55,97
5625,student_5625,82,74
5626,student_5626,75,61
5627,student_5627,58,67
5628,student_5628,56,94
5629,student_5629,100,52
5630,student_5630,80,97
5631,student_5631,90,67
5632,student_5632,91,59
5633,student_5633,63,67
5634,student_5634,65,76
5635,student_5635,99,51
5636,student_5636,82,75
5637,student_5637,70,96
5638,student_5638,59,95
5639,student_5639,64,96
5640,student_5640,67,75
5641,student_5641,55,76
5642,student_5642,98,53
5643,student_5643,83,87
5644,student_5644,68,61
5645,student_5645,76,99
5646,student_5646,81,54
5647,student_5647,63,75
5648,student_5648,69,84
5649,student_5649,77,86
5650,student_5650,78,52
5651,student_5651,83,53
5652,student_5652,86,51
5653,student_5653,77,68
5654,student_5654,50,98
5655,student_5655,98,61
5656,student_5656,52,50
5657,student_5657,82,83
5658,student_5658,84,83
5659,student_5659,83,88
5660,student_5660,94,95
5661,student_5661,92,73
5662,student_5662,87,86
5663,student_5663,97,85
5664,student_5664,56,66
5665,student_5665,74,98
5666,student_5666,58,50
5667,student_5667,70,58
5668,student_5668,53,66
5669,student_5669,96,75
5670,student_5670,51,82
5671,student_5671,81,53
5672,student_5672,54,72
5673,student_5673,57,91
5674,student_5674,56,88
5675,student_5675,87,54
5676,student_5676,89,64
5677,student_5677,99,87
5678,student_5678,64,61
5679,student_5679,63,88
5680,student_5680,70,77
5681,student_5681,59,78
5682,student_5682,99,67
5683,student_5683,98,65
5684,student_5684,88,92
5685,student_5685,66,97
5686,student_5686,98,58
5687,student_5687,90,71
5688,student_5688,63,66
5689,student_5689,94,94
5690,student_5690,79,78
5691,student_5691,59,71
5692,student_5692,74,56
5693,student_5693,86,53
5694,student_5694,88,98
5695,student_5695,68,93
5696,student_5696,99,77
5697,student_5697,69,97
5698,student_5698,59,53
5699,student_5699,57,59
5700,student_5700,78,80
5701,student_5701,55,87
5702,student_5702,82,77
5703,student_5703,95,78
5704,student_5704,61,65
5705,student_5705,57,60
5706,student_5706,53,76
5707,student_5707,95,88
5708,student_5708,52,52
5709,student_5709,86,75
5710,student_5710,88,60
5711,student_5711,56,56
5712,student_5712,80,95
5713,student_5713,94,52
5714,student_5714,63,81
5715,student_5715,79,89
5716,student_5716,62,100
5717,student_5717,94,98
5718,student_5718,63,96
5719,student_5719,97,56
5720,student_5720,67,94
5721,student_5721,81,55
5722,student_5722,91,56
5723,student_5723,77,62
5724,student_5724,50,85
5725,student_5725,85,93
5726,student_5726,77,55
5727,student_5727,62,74
5728,student_5728,93,75
5729,student_5729,83,61
5730,student_5730,63,74
5731,student_5731,90,75
5732,student_5732,98,97
5733,student_5733,86,79
5734,student_5734,67,66
5735,student_5735,97,68
5736,student_5736,53,61
5737,student_5737,52,66
5738,student_5738,89,89
5739,student_5739,87,93
5740,student_5740,77,80
5741,student_5741,64,55
5742,student_5742,83,72
5743,student_5743,88,57
5744,student_5744,96,60
5745,student_5745,67,99
5746,student_5746,55,74
5747,student_5747,76,93
5748,student_5748,81,69
5749,student_5749,84,71
5750,student_5750,97,56
5751,student_5751,68,62
5752,student_5752,77,69
5753,student_5753,91,99
5754,student_5754,63,50
5755,student_5755,91,90
5756,student_5756,92,67
5757,student_5757,96,71
5758,student_5758,63,66
5759,student_5759,54,61
5760,student_5760,68,98
5761,student_5761,80,79
5762,student_5762,86,60
5763,student_5763,92,77
5764,student_5764,67,77
5765,student_5765,82,55
5766,student_5766,88,58
5767,student_5767,76,66
5768,student_5768,99,76
5769,student_5769,80,75
5770,student_5770,82,60
5771,student_5771,97,53
5772,student_5772,82,55
5773,student_5773,71,77
5774,student_5774,63,97
5775,student_5775,66,86
5776,student_5776,97,56
5777,student_5777,69,68
5778,student_5778,82,68
5779,student_5779,73,65
5780,student_5780,60,66
5781,student_5781,82,86
5782,student_5782,91,97
5783,student_5783,58,74
5784,student_5784,96,59
5785,student_5785,51,53
5786,student_5786,85,76
5787,student_5787,63,97
5788,student_5788,79,89
5789,student_5789,72,80
5790,student_5790,68,72
5791,student_5791,66,87
5792,student_5792,83,60
5793,student_5793,57,50
5794,student_5794,100,70
5795,student_5795,55,61
5796,student_5796,74,55
5797,student_5797,77,82
5798,student_5798,71,74
5799,student_5799,95,96
5800,student_5800,91,86
5801,student_5801,83,58
5802,student_5802,99,82
5803,student_5803,91,85
5804,student_5804,57,99
5805,student_5805,90,89
5806,student_5806,68,72
5807,student_5807,80,61
5808,student_5808,73,91
5809,student_5809,59,96
5810,student_5810,86,95
5811,student_5811,77,83
5812,student_5812,58,55
5813,student_5813,92,98
5814,student_5814,55,90
5815,student_5815,74,99
5816,student_5816,84,67
5817,student_5817,71,60
5818,student_5818,69,98
5819,student_5819,77,84
5820,student_5820,62,80
5821,student_5821,73,78
5822,student_5822,70,93
5823,student_5823,95,83
5824,student_5824,99,100
5825,student_5825,96,57
5826,student_5826,100,83
5827,student_5827,55,58
5828,student_5828,81,70
5829,student_5829,51,89
5830,student_5830,73,78
5831,student_5831,67,94
5832,student_5832,96,90
5833,student_5833,78,51
5834,student_5834,61,52
5835,student_5835,55,71
5836,student_5836,93,100
5837,student_5837,78,91
5838,student_5838,65,55
5839,student_5839,68,99
5840,student_5840,99,95
5841,student_5841,98,54
5842,student_5842,80,81
5843,student_5843,51,90
5844,student_5844,65,98
5845,student_5845,97,97
5846,student_5846,69,98
5847,student_5847,54,68
5848,student_5848,51,66
5849,student_5849,54,73
5850,student_5850,55,55
5851,student_5851,85,73
5852,student_5852,86,72
5853,student_5853,57,52
5854,student_5854,55,64
5855,student_5855,81,58
5856,student_5856,79,93
5857,student_5857,71,74
5858,student_5858,87,65
5859,student_5859,89,97
5860,student_5860,66,57
5861,student_5861,80,84
5862,student_5862,96,54
5863,student_5863,94,54
5864,student_5864,93,57
5865,student_5865,85,63
5866,student_5866,66,53
5867,student_5867,53,98
5868,student_5868,68,91
5869,student_5869,82,72
5870,student_5870,74,76
5871,student_5871,58,51
5872,student_5872,90,81
5873,student_5873,64,66
5874,student_5874,74,85
5875,student_5875,75,91
5876,student_5876,73,93
5877,student_5877,78,85
5878,student_5878,51,55
5879,student_5879,76,92
5880,student_5880,52,69
5881,student_5881,67,63
5882,student_5882,97,64
5883,student_5883,71,92
5884,student_5884,70,72
5885,student_5885,74,91
5886,student_5886,59,88
5887,student_5887,81,67
5888,student_5888,92,66
5889,student_5889,71,68
5890,student_5890,86,92
5891,student_5891,95,78
5892,student_5892,87,82
5893,student_5893,63,71
5894,student_5894,75,86
5895,student_5895,76,82
5896,student_5896,100,53
5897,student_5897,64,89
5898,student_5898,81,59
5899,student_5899,91,68
5900,student_5900,70,66
5901,student_5901,86,82
5902,student_5902,81,66
5903,student_5903,95,54
5904,student_5904,94,95
5905,student_5905,69,68
5906,student_5906,91,50
5907,student_5907,99,55
5908,student_5908,99,57
5909,student_5909,54,88
5910,student_5910,56,93
5911,student_5911,74,82
5912,student_5912,96,96
5913,student_5913,93,97
5914,student_5914,75,55
5915,student_5915,75,81
5916,student_5916,83,57
5917,student_5917,65,51
5918,student_5918,75,55
5919,student_5919,97,93
5920,student_5920,87,71
5921,student_5921,91,96
5922,student_5922,55,65
5923,student_5923,59,85
5924,student_5924,61,93
5925,student_5925,97,77
5926,student_5926,62,86
5927,student_5927,80,78
5928,student_5928,86,55
5929,student_5929,72,51
5930,student_5930,89,67
5931,student_5931,79,91
5932,student_5932,83,73
5933,student_5933,70,78
5934,student_5934,60,83
5935,student_5935,71,72
5936,student_5936,79,71
5937,student_5937,64,70
5938,student_5938,65,84
5939,student_5939,59,99
5940,student_5940,54,84
5941,student_5941,80,98
5942,student_5942,69,96
5943,student_5943,98,69
5944,student_5944,72,58
5945,student_5945,86,63
5946,student_5946,95,90
5947,student_5947,67,76
5948,student_5948,87,85
5949,student_5949,100,83
5950,student_5950,69,87
5951,student_5951,84,89
5952,student_5952,100,78
5953,student_5953,78,72
5954,student_5954,73,71
5955,student_5955,100,59
5956,student_5956,92,96
5957,student_5957,58,98
5958,student_5958,72,50
5959,student_5959,62,85
5960,student_5960,94,99
5961,student_5961,72,61
5962,student_5962,84,68
5963,student_5963,96,51
5964,student_5964,88,79
5965,student_5965,66,87
5966,student_5966,70,91
5967,student_5967,59,56
5968,student_5968,56,58
5969,student_5969,53,77
5970,student_5970,71,96
5971,student_5971,74,80
5972,student_5972,62,83
5973,student_5973,59,85
5974,student_5974,92,77
5975,student_5975,85,73
5976,student_5976,95,79
5977,student_5977,62,100
5978,student_5978,90,68
5979,student_5979,84,53
5980,student_5980,65,56
5981,student_5981,65,80
5982,student_5982,91,83
5983,student_5983,94,72
5984,student_5984,57,89
5985,student_5985,85,58
5986,student_5986,92,90
5987,student_5987,53,59
5988,student_5988,69,72
5989,student_5989,80,83
5990,student_5990,82,95
5991,student_5991,99,79
5992,student_5992,80,64
5993,student_5993,83,69
5994,student_5994,79,88
5995,student_5995,82,86
5996,student_5996,84,74
5997,student_5997,52,83
5998,student_5998,100,62
5999,student_5999,99,57
6000,student_6000,86,79
6001,student_6001,95,90
6002,student_6002,76,53
6003,student_6003,77,73
6004,student_6004,53,100
6005,student_6005,98,95
6006,student_6006,92,88
6007,student_6007,92,64
6008,student_6008,77,60
6009,student_6009,85,98
6010,student_6010,60,77
6011,student_6011,91,95
6012,student_6012,55,96
6013,student_6013,68,53
6014,student_6014,96,73
6015,student_6015,52,100
6016,student_6016,100,75
6017,student_6017,62,76
6018,student_6018,82,97
6019,student_6019,100,62
6020,student_6020,73,50
6021,student_6021,58,97
6022,student_6022,97,90
6023,student_6023,85,70
6024,student_6024,91,70
6025,student_6025,68,56
6026,student_6026,53,97
6027,student_6027,97,86
6028,student_6028,59,97
6029,student_6029,57,75
6030,student_6030,55,67
6031,student_6031,97,76
6032,student_6032,82,81
6033,student_6033,60,56
6034,student_6034,97,92
6035,student_6035,65,85
6036,student_6036,84,77
6037,student_6037,60,65
6038,student_6038,66,76
6039,student_6039,84,87
6040,student_6040,61,63
6041,student_6041,64,94
6042,student_6042,66,65
6043,student_6043,80,69
6044,student_6044,57,78
6045,student_6045,66,61
6046,student_6046,68,85
6047,student_6047,67,52
6048,student_6048,55,62
6049,student_6049,70,80
6050,student_6050,72,97
6051,student_6051,64,69
6052,student_6052,98,72
6053,student_6053,95,85
6054,student_6054,98,58
6055,student_6055,88,60
6056,student_6056,100,91
6057,student_6057,72,87
6058,student_6058,97,93
6059,student_6059,50,56
6060,student_6060,50,50
6061,student_6061,77,78
6062,student_6062,99,58
6063,student_6063,77,85
6064,student_6064,65,52
6065,student_6065,68,52
6066,student_6066,84,50
6067,student_6067,51,79
6068,student_6068,98,83
6069,student_6069,80,53
6070,student_6070,58,79
6071,student_6071,86,99
6072,student_6072,77,75
6073,student_6073,85,96
6074,student_6074,90,71
6075,student_6075,92,64
6076,student_6076,76,96
6077,student_6077,84,58
6078,student_6078,80,52
6079,student_6079,99,70
6080,student_6080,65,97
6081,student_6081,61,72
6082,student_6082,64,86
6083,student_6083,99,72
6084,student_6084,56,54
6085,student_6085,95,54
6086,student_6086,60,61
6087,student_6087,55,83
6088,student_6088,66,73
6089,student_6089,90,52
6090,student_6090,67,74
6091,student_6091,76,100
6092,student_6092,70,95
6093,student_6093,50,94
6094,student_6094,81,63
6095,student_6095,71,77
6096,student_6096,98,68
6097,student_6097,89,97
6098,student_6098,50,81
6099,student_6099,94,52
6100,student_6100,70,98
6101,student_6101,54,83
6102,student_6102,55,50
6103,student_6103,89,98
6104,student_6104,95,80
6105,student_6105,84,64
6106,student_6106,65,95
6107,student_6107,95,55
6108,student_6108,61,78
6109,student_6109,76,52
6110,student_6110,51,77
6111,student_6111,79,64
6112,student_6112,83,83
6113,student_6113,68,77
6114,student_6114,65,100
6115,student_6115,90,63
6116,student_6116,58,79
6117,student_6117,69,69
6118,student_6118,67,75
6119,student_6119,52,97
6120,student_6120,51,83
6121,student_6121,100,60
6122,student_6122,64,70
6123,student_6123,51,53
6124,student_6124,65,96
6125,student_6125,68,95
6126,student_6126,60,92
6127,student_6127,81,60
6128,student_6128,69,60
6129,student_6129,99,71
6130,student_6130,80,85
6131,student_6131,51,57
6132,student_6132,94,87
6133,student_6133,66,60
6134,student_6134,52,92
6135,student_6135,51,87
6136,student_6136,75,50
6137,student_6137,85,76
6138,student_6138,87,96
6139,student_6139,86,56
6140,student_6140,61,79
6141,student_6141,52,78
6142,student_6142,93,92
6143,student_6143,76,77
6144,student_6144,99,91
6145,student_6145,66,87
6146,student_6146,58,66
6147,student_6147,75,83
6148,student_6148,94,93
6149,student_6149,87,54
6150,student_6150,55,51
6151,student_6151,80,50
6152,student_6152,55,99
6153,student_6153,79,59
6154,student_6154,80,83
6155,student_6155,72,96
6156,student_6156,65,66
6157,student_6157,87,82
6158,student_6158,90,67
6159,student_6159,89,61
6160,student_6160,77,75
6161,student_6161,100,59
6162,student_6162,95,95
6163,student_6163,74,72
6164,student_6164,72,83
6165,student_6165,93,80
6166,student_6166,51,59
6167,student_6167,96,99
6168,student_6168,68,76
6169,student_6169,73,85
6170,student_6170,50,57
6171,student_6171,53,71
6172,student_6172,80,89
6173,student_6173,53,86
6174,student_6174,79,64
6175,student_6175,66,100
6176,student_6176,85,100
6177,student_6177,87,92
6178,student_6178,94,97
6179,student_6179,62,90
6180,student_6180,56,73
6181,student_6181,60,68
6182,student_6182,53,50
6183,student_6183,77,76
6184,student_6184,97,99
6185,student_6185,89,97
6186,student_6186,73,67
6187,student_6187,98,60
6188,student_6188,66,68
6189,student_6189,99,60
6190,student_6190,56,89
6191,student_6191,92,88
6192,student_6192,58,72
6193,student_6193,90,86
6194,student_6194,69,68
6195,student_6195,89,86
6196,student_6196,93,72
6197,student_6197,59,91
6198,student_6198,63,96
6199,student_6199,82,77
6200,student_6200,100,77
6201,student_6201,75,54
6202,student_6202,58,66
6203,student_6203,81,90
6204,student_6204,78,73
6205,student_6205,55,65
6206,student_6206,53,87
6207,student_6207,70,59
6208,student_6208,84,93
6209,student_6209,100,82
6210,student_6210,70,74
6211,student_6211,59,59
6212,student_6212,88,64
6213,student_6213,97,54
6214,student_6214,58,89
6215,student_6215,83,76
6216,student_6216,91,92
6217,student_6217,72,55
6218,student_6218,54,79
6219,student_6219,93,78
6220,student_6220,85,95
6221,student_6221,53,75
6222,student_6222,79,53
6223,student_6223,68,79
6224,student_6224,68,76
6225,student_6225,79,52
6226,student_6226,70,88
6227,student_6227,53,75
6228,student_6228,82,95
6229,student_6229,81,98
6230,student_6230,88,64
6231,student_6231,80,76
6232,student_6232,94,81
6233,student_6233,67,93
6234,student_6234,55,91
6235,student_6235,75,74
6236,student_6236,63,71
6237,student_6237,71,97
6238,student_6238,95,62
6239,student_6239,50,90
6240,student_6240,93,68
6241,student_6241,94,52
6242,student_6242,95,55
6243,student_6243,52,55
6244,student_6244,87,60
6245,student_6245,53,89
6246,student_6246,77,100
6247,student_6247,79,50
6248,student_6248,83,87
6249,student_6249,51,75
6250,student_6250,83,70
